intervalo,fecha_completa,49.0,23.0,25.0,37.0,40.0,50.0,51.0,35.0,24.0,21.0,43.0,46.0,34.0,20.0,26.0,29.0,27.0,31.0,65.0,42.0,28.0,30.0,36.0,48.0,22.0,41.0,4.0,3.0,2.0,1.0,47.0,53.0
2023-10-10 00:00:00,2023-10-10,154,672,211,43,154,20,55,88,19,5,2,97,5,2,18,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-09 00:00:00,2023-10-09,152,718,190,59,208,18,54,103,22,9,13,124,27,5,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-08 00:00:00,2023-10-08,97,568,205,67,123,20,45,104,18,9,9,42,5,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-07 00:00:00,2023-10-07,79,405,142,58,111,16,39,158,19,20,13,64,18,3,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-06 00:00:00,2023-10-06,85,385,126,51,91,24,27,22,20,10,11,25,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05 00:00:00,2023-10-05,56,475,126,40,93,17,22,68,18,15,8,22,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-04 00:00:00,2023-10-04,32,526,108,60,171,16,30,104,15,42,17,107,10,1,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-03 00:00:00,2023-10-03,38,395,85,34,51,14,22,5,21,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-02 00:00:00,2023-10-02,58,614,133,93,148,17,22,102,22,0,10,40,4,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-01 00:00:00,2023-10-01,77,529,147,43,74,18,30,13,22,94,4,28,34,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-30 00:00:00,2023-09-30,98,454,78,32,103,18,24,35,18,0,4,36,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-29 00:00:00,2023-09-29,67,595,109,65,157,13,27,58,12,0,0,65,4,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-28 00:00:00,2023-09-28,37,603,159,41,153,17,22,112,25,0,8,83,0,0,19,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-27 00:00:00,2023-09-27,42,546,136,67,266,12,25,181,18,0,17,178,0,0,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-26 00:00:00,2023-09-26,179,888,236,66,139,21,43,32,16,0,17,52,9,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-25 00:00:00,2023-09-25,112,728,222,75,170,15,38,72,19,0,0,41,6,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-24 00:00:00,2023-09-24,88,610,211,59,110,14,40,11,17,0,0,11,19,2,2,0,1,1,0,2,2,2,2,3,2,0,0,0,0,0,0,0
2023-09-23 00:00:00,2023-09-23,52,422,140,59,122,21,22,91,11,0,0,43,12,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
